     -48.341            0
    -48.3201            0
    -48.2993            0
    -48.2784            0
    -48.2576            0
    -48.2368            0
    -48.2159            0
    -48.1951            0
    -48.1742            0
    -48.1534            0
    -48.1326            0
    -48.1117            0
    -48.0909            0
      -48.07            0
    -48.0492            0
    -48.0284            0
    -48.0075            0
    -47.9867            0
    -47.9658            0
     -47.945            0
    -47.9242            0
    -47.9033            0
    -47.8825            0
    -47.8616            0
    -47.8408            0
    -47.8199            0
    -47.7991            0
    -47.7783            0
    -47.7574            0
    -47.7366            0
    -47.7157            0
    -47.6949            0
    -47.6741            0
    -47.6532            0
    -47.6324            0
    -47.6115            0
    -47.5907            0
    -47.5699            0
     -47.549            0
    -47.5282            0
    -47.5073            0
    -47.4865            0
    -47.4657            0
    -47.4448            0
     -47.424            0
    -47.4031            0
    -47.3823            0
    -47.3615            0
    -47.3406            0
    -47.3198            0
    -47.2989            0
    -47.2781            0
    -47.2573            0
    -47.2364            0
    -47.2156            0
    -47.1947            0
    -47.1739            0
    -47.1531            0
    -47.1322            0
    -47.1114            0
    -47.0905            0
    -47.0697            0
    -47.0489            0
     -47.028            0
    -47.0072            0
    -46.9863            0
    -46.9655            0
    -46.9447            0
    -46.9238            0
     -46.903            0
    -46.8821            0
    -46.8613            0
    -46.8404            0
    -46.8196            0
    -46.7988            0
    -46.7779            0
    -46.7571            0
    -46.7362            0
    -46.7154            0
    -46.6946            0
    -46.6737            0
    -46.6529            0
     -46.632            0
    -46.6112            0
    -46.5904            0
    -46.5695            0
    -46.5487            0
    -46.5278            0
     -46.507            0
    -46.4862            0
    -46.4653            0
    -46.4445            0
    -46.4236            0
    -46.4028            0
     -46.382            0
    -46.3611            0
    -46.3403            0
    -46.3194            0
    -46.2986            0
    -46.2778            0
    -46.2569            0
    -46.2361            0
    -46.2152            0
    -46.1944            0
    -46.1736            0
    -46.1527            0
    -46.1319            0
     -46.111            0
    -46.0902            0
    -46.0694            0
    -46.0485            0
    -46.0277            0
    -46.0068            0
     -45.986            0
    -45.9651            0
    -45.9443            0
    -45.9235            0
    -45.9026            0
    -45.8818            0
    -45.8609            0
    -45.8401            0
    -45.8193            0
    -45.7984            0
    -45.7776            0
    -45.7567            0
    -45.7359            0
    -45.7151            0
    -45.6942            0
    -45.6734            0
    -45.6525            0
    -45.6317            0
    -45.6109            0
      -45.59            0
    -45.5692            0
    -45.5483            0
    -45.5275            0
    -45.5067            0
    -45.4858            0
     -45.465            0
    -45.4441            0
    -45.4233            0
    -45.4025            0
    -45.3816            0
    -45.3608            0
    -45.3399            0
    -45.3191            0
    -45.2983            0
    -45.2774            0
    -45.2566            0
    -45.2357            0
    -45.2149            0
    -45.1941            0
    -45.1732            0
    -45.1524            0
    -45.1315            0
    -45.1107            0
    -45.0898            0
     -45.069            0
    -45.0482            0
    -45.0273            0
    -45.0065            0
    -44.9856            0
    -44.9648            0
     -44.944            0
    -44.9231            0
    -44.9023            0
    -44.8814            0
    -44.8606            0
    -44.8398            0
    -44.8189            0
    -44.7981            0
    -44.7772            0
    -44.7564            0
    -44.7356            0
    -44.7147            0
    -44.6939            0
     -44.673            0
    -44.6522            0
    -44.6314            0
    -44.6105            0
    -44.5897            0
    -44.5688            0
     -44.548            0
    -44.5272            0
    -44.5063            0
    -44.4855            0
    -44.4646            0
    -44.4438            0
     -44.423            0
    -44.4021            0
    -44.3813            0
    -44.3604            0
    -44.3396            0
    -44.3188            0
    -44.2979            0
    -44.2771            0
    -44.2562            0
    -44.2354            0
    -44.2146            0
    -44.1937            0
    -44.1729            0
     -44.152            0
    -44.1312            0
    -44.1103            0
    -44.0895            0
    -44.0687            0
    -44.0478            0
     -44.027            0
    -44.0061            0
    -43.9853            0
    -43.9645            0
    -43.9436            0
    -43.9228            0
    -43.9019            0
    -43.8811            0
    -43.8603            0
    -43.8394            0
    -43.8186            0
    -43.7977            0
    -43.7769            0
    -43.7561            0
    -43.7352            0
    -43.7144            0
    -43.6935            0
    -43.6727            0
    -43.6519            0
     -43.631            0
    -43.6102            0
    -43.5893            0
    -43.5685            0
    -43.5477            0
    -43.5268            0
     -43.506            0
    -43.4851            0
    -43.4643            0
    -43.4435            0
    -43.4226            0
    -43.4018            0
    -43.3809            0
    -43.3601            0
    -43.3393            0
    -43.3184            0
